Line,Date,Time,Activity,Marker,White Light,Sleep/Wake,Interval Status
5422,11 04 2021,10:52:30 am,187,0,197.4,1,ACTIVE
5423,11 04 2021,10:53:00 am,230,0,317.92,1,ACTIVE
5424,11 04 2021,10:53:30 am,214,0,142.64,1,ACTIVE
5425,11 04 2021,10:54:00 am,162,0,1046.42,1,ACTIVE
5426,11 04 2021,10:54:30 am,281,0,469.51,1,ACTIVE
5427,11 04 2021,10:55:00 am,193,0,215.27,1,ACTIVE
5428,11 04 2021,10:55:30 am,199,0,1837.78,1,ACTIVE
5429,11 04 2021,10:56:00 am,187,0,1271.66,1,ACTIVE
5430,11 04 2021,10:56:30 am,271,0,789.61,1,ACTIVE
5431,11 04 2021,10:57:00 am,214,0,899.2,1,ACTIVE
5432,11 04 2021,10:57:30 am,281,0,1069.34,1,ACTIVE
5433,11 04 2021,10:58:00 am,230,0,1685.25,1,ACTIVE
5434,11 04 2021,10:58:30 am,237,0,1217.75,1,ACTIVE
5435,11 04 2021,10:59:00 am,199,0,1069.34,1,ACTIVE
5436,11 04 2021,10:59:30 am,262,0,608.87,1,ACTIVE
5437,11 04 2021,11:00:00 am,332,0,570.57,1,ACTIVE
5438,11 04 2021,11:00:30 am,430,0,824.57,1,ACTIVE
5439,11 04 2021,11:01:00 am,271,0,918.89,1,ACTIVE
5440,11 04 2021,11:01:30 am,281,0,724.08,1,ACTIVE
5441,11 04 2021,11:02:00 am,290,0,234.75,1,ACTIVE
5442,11 04 2021,11:02:30 am,332,0,210.66,1,ACTIVE
5443,11 04 2021,11:03:00 am,416,0,219.98,1,ACTIVE
5444,11 04 2021,11:03:30 am,390,0,197.4,1,ACTIVE
5445,11 04 2021,11:04:00 am,365,0,201.73,1,ACTIVE
5446,11 04 2021,11:04:30 am,342,0,148.96,1,ACTIVE
5447,11 04 2021,11:05:00 am,174,0,193.17,1,ACTIVE
5448,11 04 2021,11:05:30 am,271,0,162.44,1,ACTIVE
5449,11 04 2021,11:06:00 am,214,0,189.03,1,ACTIVE
5450,11 04 2021,11:06:30 am,199,0,512,1,ACTIVE
5451,11 04 2021,11:07:00 am,168,0,339.26,1,ACTIVE
5452,11 04 2021,11:07:30 am,199,0,842.63,1,ACTIVE
5453,11 04 2021,11:08:00 am,253,0,1244.41,1,ACTIVE
5454,11 04 2021,11:08:30 am,193,0,1479.87,1,ACTIVE
5455,11 04 2021,11:09:00 am,299,0,1002.06,1,ACTIVE
5456,11 04 2021,11:09:30 am,557,0,193.17,1,ACTIVE
5457,11 04 2021,11:10:00 am,390,0,2383.31,1,ACTIVE
5458,11 04 2021,11:10:30 am,207,0,980.59,1,ACTIVE
5459,11 04 2021,11:11:00 am,245,0,772.69,1,ACTIVE
5460,11 04 2021,11:11:30 am,321,0,1417.12,1,ACTIVE
5461,11 04 2021,11:12:00 am,342,0,558.34,1,ACTIVE
5462,11 04 2021,11:12:30 am,720,0,3090.77,1,ACTIVE
5463,11 04 2021,11:13:00 am,557,0,3227.61,1,ACTIVE
5464,11 04 2021,11:13:30 am,594,0,4466.72,1,ACTIVE
5465,11 04 2021,11:14:00 am,614,0,449.6,1,ACTIVE
5466,11 04 2021,11:14:30 am,321,0,234.75,1,ACTIVE
5467,11 04 2021,11:15:00 am,253,0,317.92,1,ACTIVE
5468,11 04 2021,11:15:30 am,342,0,534.67,1,ACTIVE
5469,11 04 2021,11:16:00 am,253,0,297.91,1,ACTIVE
5470,11 04 2021,11:16:30 am,271,0,663.98,1,ACTIVE
5471,11 04 2021,11:17:00 am,245,0,339.26,1,ACTIVE
5472,11 04 2021,11:17:30 am,299,0,155.55,1,ACTIVE
5473,11 04 2021,11:18:00 am,290,0,122.57,1,ACTIVE
5474,11 04 2021,11:18:30 am,321,0,479.79,1,ACTIVE
5475,11 04 2021,11:19:00 am,281,0,649.75,1,ACTIVE
5476,11 04 2021,11:19:30 am,321,0,297.91,1,ACTIVE
5477,11 04 2021,11:20:00 am,444,0,173.34,1,ACTIVE
5478,11 04 2021,11:20:30 am,353,0,546.38,1,ACTIVE
5479,11 04 2021,11:21:00 am,365,0,1002.06,1,ACTIVE
5480,11 04 2021,11:21:30 am,193,0,1271.66,1,ACTIVE
5481,11 04 2021,11:22:00 am,180,0,649.75,1,ACTIVE
5482,11 04 2021,11:22:30 am,237,0,469.51,1,ACTIVE
5483,11 04 2021,11:23:00 am,245,0,899.2,1,ACTIVE
5484,11 04 2021,11:23:30 am,299,0,501.03,1,ACTIVE
5485,11 04 2021,11:24:00 am,378,0,256,1,ACTIVE
5486,11 04 2021,11:24:30 am,245,0,1116.68,1,ACTIVE
5487,11 04 2021,11:25:00 am,131,0,1545.38,1,ACTIVE
5488,11 04 2021,11:25:30 am,131,0,918.89,1,ACTIVE
5489,11 04 2021,11:26:00 am,475,0,430.54,1,ACTIVE
5490,11 04 2021,11:26:30 am,237,0,2959.73,1,ACTIVE
5491,11 04 2021,11:27:00 am,180,0,1244.41,1,ACTIVE
5492,11 04 2021,11:27:30 am,460,0,523.21,1,ACTIVE
5493,11 04 2021,11:28:00 am,557,0,523.21,1,ACTIVE
5494,11 04 2021,11:28:30 am,557,0,291.53,1,ACTIVE
5495,11 04 2021,11:29:00 am,281,0,421.31,1,ACTIVE
5496,11 04 2021,11:29:30 am,103,0,1141.13,1,ACTIVE
5497,11 04 2021,11:30:00 am,162,0,1386.76,1,ACTIVE
5498,11 04 2021,11:30:30 am,174,0,724.08,1,ACTIVE
5499,11 04 2021,11:31:00 am,222,0,824.57,1,ACTIVE
5500,11 04 2021,11:31:30 am,262,0,449.6,1,ACTIVE
5501,11 04 2021,11:32:00 am,230,0,162.44,1,ACTIVE
5502,11 04 2021,11:32:30 am,299,0,96.59,1,ACTIVE
5503,11 04 2021,11:33:00 am,353,0,1116.68,1,ACTIVE
5504,11 04 2021,11:33:30 am,444,0,69.79,1,ACTIVE
5505,11 04 2021,11:34:00 am,654,0,219.98,1,ACTIVE
5506,11 04 2021,11:34:30 am,557,0,136.59,1,ACTIVE
5507,11 04 2021,11:35:00 am,332,0,980.59,1,ACTIVE
5508,11 04 2021,11:35:30 am,697,0,169.63,1,ACTIVE
5509,11 04 2021,11:36:00 am,540,0,291.53,1,ACTIVE
5510,11 04 2021,11:36:30 am,390,0,595.83,1,ACTIVE
5511,11 04 2021,11:37:00 am,271,0,201.73,1,ACTIVE
5512,11 04 2021,11:37:30 am,634,0,50.43,1,ACTIVE
5513,11 04 2021,11:38:00 am,540,0,64,1,ACTIVE
5514,11 04 2021,11:38:30 am,614,0,86.67,1,ACTIVE
5515,11 04 2021,11:39:00 am,271,0,197.4,1,ACTIVE
5516,11 04 2021,11:39:30 am,342,0,245.15,1,ACTIVE
5517,11 04 2021,11:40:00 am,299,0,215.27,1,ACTIVE
5518,11 04 2021,11:40:30 am,353,0,331.99,1,ACTIVE
5519,11 04 2021,11:41:00 am,342,0,181.02,1,ACTIVE
5520,11 04 2021,11:41:30 am,310,0,100.86,1,ACTIVE
5521,11 04 2021,11:42:00 am,321,0,224.8,1,ACTIVE
5522,11 04 2021,11:42:30 am,332,0,267.33,1,ACTIVE
5523,11 04 2021,11:43:00 am,353,0,339.26,1,ACTIVE
5524,11 04 2021,11:43:30 am,540,0,693.38,1,ACTIVE
5525,11 04 2021,11:44:00 am,378,0,412.29,1,ACTIVE
5526,11 04 2021,11:44:30 am,262,0,439.97,1,ACTIVE
5527,11 04 2021,11:45:00 am,444,0,297.91,1,ACTIVE
5528,11 04 2021,11:45:30 am,342,0,234.75,1,ACTIVE
5529,11 04 2021,11:46:00 am,22,0,88.57,1,ACTIVE
5530,11 04 2021,11:46:30 am,8,0,64,1,ACTIVE
5531,11 04 2021,11:47:00 am,25,0,51.54,1,ACTIVE
5532,11 04 2021,11:47:30 am,19,0,84.82,1,ACTIVE
5533,11 04 2021,11:48:00 am,378,0,155.55,1,ACTIVE
5534,11 04 2021,11:48:30 am,174,0,38.89,1,ACTIVE
5535,11 04 2021,11:49:00 am,342,0,133.67,1,ACTIVE
5536,11 04 2021,11:49:30 am,506,0,193.17,1,ACTIVE
5537,11 04 2021,11:50:00 am,271,0,210.66,1,ACTIVE
5538,11 04 2021,11:50:30 am,697,0,145.76,1,ACTIVE
5539,11 04 2021,11:51:00 am,460,0,84.82,1,ACTIVE
5540,11 04 2021,11:51:30 am,634,0,139.59,1,ACTIVE
5541,11 04 2021,11:52:00 am,697,0,184.98,1,ACTIVE
5542,11 04 2021,11:52:30 am,819,0,142.64,1,ACTIVE
5543,11 04 2021,11:53:00 am,768,0,128,1,ACTIVE
5544,11 04 2021,11:53:30 am,416,0,128,1,ACTIVE
5545,11 04 2021,11:54:00 am,390,0,622.21,1,ACTIVE
5546,11 04 2021,11:54:30 am,557,0,824.57,1,ACTIVE
5547,11 04 2021,11:55:00 am,523,0,362.04,1,ACTIVE
5548,11 04 2021,11:55:30 am,575,0,1299.51,1,ACTIVE
5549,11 04 2021,11:56:00 am,793,0,378.07,1,ACTIVE
5550,11 04 2021,11:56:30 am,873,0,339.26,1,ACTIVE
5551,11 04 2021,11:57:00 am,845,0,1024,1,ACTIVE
5552,11 04 2021,11:57:30 am,720,0,1919.15,1,ACTIVE
5553,11 04 2021,11:58:00 am,675,0,1579.22,1,ACTIVE
5554,11 04 2021,11:58:30 am,743,0,939.01,1,ACTIVE
5555,11 04 2021,11:59:00 am,634,0,346.69,1,ACTIVE
5556,11 04 2021,11:59:30 am,506,0,789.61,1,ACTIVE
5557,11 04 2021,12:00:00 pm,654,0,1417.12,1,ACTIVE
5558,11 04 2021,12:00:30 pm,444,0,1116.68,1,ACTIVE
5559,11 04 2021,12:01:00 pm,614,0,331.99,1,ACTIVE
5560,11 04 2021,12:01:30 pm,342,0,1479.87,1,ACTIVE
5561,11 04 2021,12:02:00 pm,365,0,256,1,ACTIVE
5562,11 04 2021,12:02:30 pm,281,0,739.93,1,ACTIVE
5563,11 04 2021,12:03:00 pm,222,0,285.28,1,ACTIVE
5564,11 04 2021,12:03:30 pm,365,0,324.88,1,ACTIVE
5565,11 04 2021,12:04:00 pm,575,0,2185.5,1,ACTIVE
5566,11 04 2021,12:04:30 pm,353,0,501.03,1,ACTIVE
5567,11 04 2021,12:05:00 pm,365,0,824.57,1,ACTIVE
5568,11 04 2021,12:05:30 pm,614,0,114.86,1,ACTIVE
5569,11 04 2021,12:06:00 pm,490,0,939.01,1,ACTIVE
5570,11 04 2021,12:06:30 pm,290,0,1046.42,1,ACTIVE
5571,11 04 2021,12:07:00 pm,245,0,1417.12,1,ACTIVE
5572,11 04 2021,12:07:30 pm,416,0,362.04,1,ACTIVE
5573,11 04 2021,12:08:00 pm,321,0,224.8,1,ACTIVE
5574,11 04 2021,12:08:30 pm,262,0,1448.16,1,ACTIVE
5575,11 04 2021,12:09:00 pm,378,0,693.38,1,ACTIVE
5576,11 04 2021,12:09:30 pm,174,0,1166.12,1,ACTIVE
5577,11 04 2021,12:10:00 pm,140,0,980.59,1,ACTIVE
5578,11 04 2021,12:10:30 pm,103,0,1116.68,1,ACTIVE
5579,11 04 2021,12:11:00 pm,59,0,693.38,1,ACTIVE
5580,11 04 2021,12:11:30 pm,156,0,1613.8,1,ACTIVE
5581,11 04 2021,12:12:00 pm,136,0,806.9,1,ACTIVE
5582,11 04 2021,12:12:30 pm,594,0,739.93,1,ACTIVE
5583,11 04 2021,12:13:00 pm,332,0,412.29,1,ACTIVE
5584,11 04 2021,12:13:30 pm,245,0,918.89,1,ACTIVE
5585,11 04 2021,12:14:00 pm,365,0,756.14,1,ACTIVE
5586,11 04 2021,12:14:30 pm,199,0,1141.13,1,ACTIVE
5587,11 04 2021,12:15:00 pm,103,0,1919.15,1,ACTIVE
5588,11 04 2021,12:15:30 pm,193,0,2599.02,1,ACTIVE
5589,11 04 2021,12:16:00 pm,237,0,1046.42,1,ACTIVE
5590,11 04 2021,12:16:30 pm,523,0,1878.02,1,ACTIVE
5591,11 04 2021,12:17:00 pm,168,0,1919.15,1,ACTIVE
5592,11 04 2021,12:17:30 pm,299,0,2004.12,1,ACTIVE
5593,11 04 2021,12:18:00 pm,523,0,959.57,1,ACTIVE
5594,11 04 2021,12:18:30 pm,262,0,1579.22,1,ACTIVE
5595,11 04 2021,12:19:00 pm,845,0,490.29,1,ACTIVE
5596,11 04 2021,12:19:30 pm,873,0,2959.73,1,ACTIVE
5597,11 04 2021,12:20:00 pm,207,0,3158.45,1,ACTIVE
5598,11 04 2021,12:20:30 pm,126,0,15024.19,1,ACTIVE
5599,11 04 2021,12:21:00 pm,490,0,6455.22,1,ACTIVE
5600,11 04 2021,12:21:30 pm,430,0,5198.03,1,ACTIVE
5601,11 04 2021,12:22:00 pm,490,0,5311.86,1,ACTIVE
5602,11 04 2021,12:22:30 pm,430,0,14078.93,1,ACTIVE
5603,11 04 2021,12:23:00 pm,444,0,12098.16,1,ACTIVE
5604,11 04 2021,12:23:30 pm,416,0,11585.24,1,ACTIVE
5605,11 04 2021,12:24:00 pm,675,0,4466.72,1,ACTIVE
5606,11 04 2021,12:24:30 pm,416,0,4096,1,ACTIVE
5607,11 04 2021,12:25:00 pm,444,0,1448.16,1,ACTIVE
5608,11 04 2021,12:25:30 pm,594,0,2048,1,ACTIVE
5609,11 04 2021,12:26:00 pm,490,0,2959.73,1,ACTIVE
5610,11 04 2021,12:26:30 pm,390,0,3596.8,1,ACTIVE
5611,11 04 2021,12:27:00 pm,353,0,3596.8,1,ACTIVE
5612,11 04 2021,12:27:30 pm,506,0,4277.35,1,ACTIVE
5613,11 04 2021,12:28:00 pm,365,0,6049.08,1,ACTIVE
5614,11 04 2021,12:28:30 pm,321,0,5792.62,1,ACTIVE
5615,11 04 2021,12:29:00 pm,262,0,6316.9,1,ACTIVE
5616,11 04 2021,12:29:30 pm,299,0,4008.23,1,ACTIVE
5617,11 04 2021,12:30:00 pm,187,0,5919.46,1,ACTIVE
5618,11 04 2021,12:30:30 pm,162,0,7193.61,1,ACTIVE
5619,11 04 2021,12:31:00 pm,83,0,9741.98,1,ACTIVE
5620,11 04 2021,12:31:30 pm,230,0,6181.54,1,ACTIVE
5621,11 04 2021,12:32:00 pm,117,0,5311.86,1,ACTIVE
5622,11 04 2021,12:32:30 pm,187,0,4277.35,1,ACTIVE
5623,11 04 2021,12:33:00 pm,199,0,3158.45,1,ACTIVE
5624,11 04 2021,12:33:30 pm,199,0,2834.25,1,ACTIVE
5625,11 04 2021,12:34:00 pm,262,0,4008.23,1,ACTIVE
5626,11 04 2021,12:34:30 pm,156,0,3675.56,1,ACTIVE
5627,11 04 2021,12:35:00 pm,126,0,4766.62,1,ACTIVE
5628,11 04 2021,12:35:30 pm,131,0,6455.22,1,ACTIVE
5629,11 04 2021,12:36:00 pm,150,0,6741.02,1,ACTIVE
5630,11 04 2021,12:36:30 pm,140,0,6049.08,1,ACTIVE
5631,11 04 2021,12:37:00 pm,222,0,8016.46,1,ACTIVE
5632,11 04 2021,12:37:30 pm,353,0,6888.62,1,ACTIVE
5633,11 04 2021,12:38:00 pm,430,0,6888.62,1,ACTIVE
5634,11 04 2021,12:38:30 pm,253,0,7193.61,1,ACTIVE
5635,11 04 2021,12:39:00 pm,403,0,9533.23,1,ACTIVE
5636,11 04 2021,12:39:30 pm,207,0,7039.47,1,ACTIVE
5637,11 04 2021,12:40:00 pm,193,0,4977.65,1,ACTIVE
5638,11 04 2021,12:40:30 pm,299,0,8192,1,ACTIVE
5639,11 04 2021,12:41:00 pm,245,0,8554.69,1,ACTIVE
5640,11 04 2021,12:41:30 pm,332,0,7512.1,1,ACTIVE
5641,11 04 2021,12:42:00 pm,299,0,7351.13,1,ACTIVE
5642,11 04 2021,12:42:30 pm,310,0,7039.47,1,ACTIVE
5643,11 04 2021,12:43:00 pm,237,0,6741.02,1,ACTIVE
5644,11 04 2021,12:43:30 pm,281,0,7512.1,1,ACTIVE
5645,11 04 2021,12:44:00 pm,281,0,5668.5,1,ACTIVE
5646,11 04 2021,12:44:30 pm,321,0,6049.08,1,ACTIVE
5647,11 04 2021,12:45:00 pm,353,0,8371.38,1,ACTIVE
5648,11 04 2021,12:45:30 pm,310,0,8554.69,1,ACTIVE
5649,11 04 2021,12:46:00 pm,332,0,10623.71,1,ACTIVE
5650,11 04 2021,12:46:30 pm,321,0,11094.06,1,ACTIVE
5651,11 04 2021,12:47:00 pm,365,0,9328.96,1,ACTIVE
5652,11 04 2021,12:47:30 pm,390,0,6741.02,1,ACTIVE
5653,11 04 2021,12:48:00 pm,353,0,8554.69,1,ACTIVE
5654,11 04 2021,12:48:30 pm,365,0,5547.03,1,ACTIVE
5655,11 04 2021,12:49:00 pm,378,0,3838.3,1,ACTIVE
5656,11 04 2021,12:49:30 pm,575,0,4766.62,1,ACTIVE
5657,11 04 2021,12:50:00 pm,378,0,4466.72,1,ACTIVE
5658,11 04 2021,12:50:30 pm,174,0,8371.38,1,ACTIVE
5659,11 04 2021,12:51:00 pm,390,0,2282.26,1,ACTIVE
5660,11 04 2021,12:51:30 pm,460,0,939.01,1,ACTIVE
5661,11 04 2021,12:52:00 pm,332,0,739.93,1,ACTIVE
5662,11 04 2021,12:52:30 pm,271,0,16742.76,1,ACTIVE
5663,11 04 2021,12:53:00 pm,290,0,7844.69,1,ACTIVE
5664,11 04 2021,12:53:30 pm,475,0,40.61,1,ACTIVE
5665,11 04 2021,12:54:00 pm,342,0,56.2,1,ACTIVE
5666,11 04 2021,12:54:30 pm,460,0,1.35,1,ACTIVE
5667,11 04 2021,12:55:00 pm,230,0,15353.18,1,ACTIVE
5668,11 04 2021,12:55:30 pm,214,0,4371.01,1,ACTIVE
5669,11 04 2021,12:56:00 pm,180,0,1448.16,1,ACTIVE
5670,11 04 2021,12:56:30 pm,174,0,2092.85,1,ACTIVE
5671,11 04 2021,12:57:00 pm,174,0,4466.72,1,ACTIVE
5672,11 04 2021,12:57:30 pm,506,0,3444.31,1,ACTIVE
5673,11 04 2021,12:58:00 pm,271,0,693.38,1,ACTIVE
5674,11 04 2021,12:58:30 pm,156,0,4.46,1,ACTIVE
5675,11 04 2021,12:59:00 pm,390,0,72.88,1,ACTIVE
5676,11 04 2021,12:59:30 pm,654,0,14.67,1,ACTIVE
5677,11 04 2021,1:00:00 pm,675,0,16.35,1,ACTIVE
5678,11 04 2021,1:00:30 pm,430,0,23.12,1,ACTIVE
5679,11 04 2021,1:01:00 pm,378,0,69.79,1,ACTIVE
5680,11 04 2021,1:01:30 pm,271,0,224.8,1,ACTIVE
5681,11 04 2021,1:02:00 pm,262,0,219.98,1,ACTIVE
5682,11 04 2021,1:02:30 pm,675,0,3024.54,1,ACTIVE
5683,11 04 2021,1:03:00 pm,199,0,1448.16,1,ACTIVE
5684,11 04 2021,1:03:30 pm,237,0,239.89,1,ACTIVE
5685,11 04 2021,1:04:00 pm,290,0,4008.23,1,ACTIVE
5686,11 04 2021,1:04:30 pm,353,0,622.21,1,ACTIVE
5687,11 04 2021,1:05:00 pm,523,0,83,1,ACTIVE
5688,11 04 2021,1:05:30 pm,214,0,40.61,1,ACTIVE
5689,11 04 2021,1:06:00 pm,162,0,142.64,1,ACTIVE
5690,11 04 2021,1:06:30 pm,180,0,362.04,1,ACTIVE
5691,11 04 2021,1:07:00 pm,262,0,304.44,1,ACTIVE
5692,11 04 2021,1:07:30 pm,321,0,285.28,1,ACTIVE
5693,11 04 2021,1:08:00 pm,214,0,122.57,1,ACTIVE
5694,11 04 2021,1:08:30 pm,187,0,90.51,1,ACTIVE
5695,11 04 2021,1:09:00 pm,214,0,14.99,1,ACTIVE
5696,11 04 2021,1:09:30 pm,49,0,18.62,1,ACTIVE
5697,11 04 2021,1:10:00 pm,3,0,24.68,1,ACTIVE
5698,11 04 2021,1:10:30 pm,46,0,77.78,1,ACTIVE
5699,11 04 2021,1:11:00 pm,0,0,88.57,1,ACTIVE
5700,11 04 2021,1:11:30 pm,187,0,53.82,1,ACTIVE
5701,11 04 2021,1:12:00 pm,199,0,25.77,1,ACTIVE
5702,11 04 2021,1:12:30 pm,390,0,36.44,1,ACTIVE
5703,11 04 2021,1:13:00 pm,675,0,14.36,1,ACTIVE
5704,11 04 2021,1:13:30 pm,262,0,13.17,1,ACTIVE
5705,11 04 2021,1:14:00 pm,299,0,14.67,1,ACTIVE
5706,11 04 2021,1:14:30 pm,2,0,17.45,1,ACTIVE
5707,11 04 2021,1:15:00 pm,0,0,17.45,1,ACTIVE
5708,11 04 2021,1:15:30 pm,0,0,16.71,0,ACTIVE
5709,11 04 2021,1:16:00 pm,0,0,16.71,0,ACTIVE
5710,11 04 2021,1:16:30 pm,0,0,16.35,0,ACTIVE
5711,11 04 2021,1:17:00 pm,0,0,16.35,0,ACTIVE
5712,11 04 2021,1:17:30 pm,0,0,16.35,0,ACTIVE
5713,11 04 2021,1:18:00 pm,0,0,16.35,0,ACTIVE
5714,11 04 2021,1:18:30 pm,0,0,16.35,0,ACTIVE
5715,11 04 2021,1:19:00 pm,0,0,16,0,ACTIVE
5716,11 04 2021,1:19:30 pm,0,0,16,0,ACTIVE
5717,11 04 2021,1:20:00 pm,0,0,16,0,ACTIVE
5718,11 04 2021,1:20:30 pm,0,0,16,0,ACTIVE
5719,11 04 2021,1:21:00 pm,2,0,16,0,ACTIVE
5720,11 04 2021,1:21:30 pm,0,0,16,0,ACTIVE
5721,11 04 2021,1:22:00 pm,0,0,16,0,ACTIVE
5722,11 04 2021,1:22:30 pm,0,0,16,0,ACTIVE
5723,11 04 2021,1:23:00 pm,0,0,16,0,ACTIVE
5724,11 04 2021,1:23:30 pm,0,0,16,0,ACTIVE
5725,11 04 2021,1:24:00 pm,0,0,16,0,ACTIVE
5726,11 04 2021,1:24:30 pm,0,0,16,0,ACTIVE
5727,11 04 2021,1:25:00 pm,0,0,16,0,ACTIVE
5728,11 04 2021,1:25:30 pm,0,0,16,0,ACTIVE
5729,11 04 2021,1:26:00 pm,2,0,16,0,ACTIVE
5730,11 04 2021,1:26:30 pm,0,0,16,0,ACTIVE
5731,11 04 2021,1:27:00 pm,0,0,15.66,0,ACTIVE
5732,11 04 2021,1:27:30 pm,0,0,16,0,ACTIVE
5733,11 04 2021,1:28:00 pm,0,0,16,0,ACTIVE
5734,11 04 2021,1:28:30 pm,0,0,15.66,0,ACTIVE
5735,11 04 2021,1:29:00 pm,0,0,15.32,0,ACTIVE
5736,11 04 2021,1:29:30 pm,0,0,15.66,0,ACTIVE
5737,11 04 2021,1:30:00 pm,0,0,16,0,ACTIVE
5738,11 04 2021,1:30:30 pm,0,0,16.35,0,ACTIVE
5739,11 04 2021,1:31:00 pm,2,0,16.71,0,ACTIVE
5740,11 04 2021,1:31:30 pm,0,0,16.35,0,ACTIVE
5741,11 04 2021,1:32:00 pm,0,0,16.35,0,ACTIVE
5742,11 04 2021,1:32:30 pm,0,0,16.71,0,ACTIVE
5743,11 04 2021,1:33:00 pm,0,0,16.35,0,ACTIVE
5744,11 04 2021,1:33:30 pm,0,0,16.35,0,ACTIVE
5745,11 04 2021,1:34:00 pm,0,0,16,0,ACTIVE
5746,11 04 2021,1:34:30 pm,0,0,16.35,0,ACTIVE
5747,11 04 2021,1:35:00 pm,0,0,16.35,0,ACTIVE
5748,11 04 2021,1:35:30 pm,0,0,16,0,ACTIVE
5749,11 04 2021,1:36:00 pm,2,0,15.66,0,ACTIVE
5750,11 04 2021,1:36:30 pm,20,0,14.05,1,ACTIVE
5751,11 04 2021,1:37:00 pm,0,0,8.72,0,ACTIVE
5752,11 04 2021,1:37:30 pm,0,0,9.51,0,ACTIVE
5753,11 04 2021,1:38:00 pm,0,0,9.51,0,ACTIVE
5754,11 04 2021,1:38:30 pm,0,0,9.51,0,ACTIVE
5755,11 04 2021,1:39:00 pm,0,0,9.31,0,ACTIVE
5756,11 04 2021,1:39:30 pm,0,0,8.35,0,ACTIVE
5757,11 04 2021,1:40:00 pm,2,0,12.61,0,ACTIVE
5758,11 04 2021,1:40:30 pm,6,0,51.54,0,ACTIVE
5759,11 04 2021,1:41:00 pm,0,0,52.66,0,ACTIVE
5760,11 04 2021,1:41:30 pm,0,0,52.66,0,ACTIVE
5761,11 04 2021,1:42:00 pm,2,0,52.66,0,ACTIVE
5762,11 04 2021,1:42:30 pm,0,0,52.66,0,ACTIVE
5763,11 04 2021,1:43:00 pm,0,0,52.66,0,ACTIVE
5764,11 04 2021,1:43:30 pm,0,0,52.66,0,ACTIVE
5765,11 04 2021,1:44:00 pm,2,0,52.66,0,ACTIVE
5766,11 04 2021,1:44:30 pm,0,0,52.66,0,ACTIVE
5767,11 04 2021,1:45:00 pm,0,0,52.66,0,ACTIVE
5768,11 04 2021,1:45:30 pm,0,0,52.66,0,ACTIVE
5769,11 04 2021,1:46:00 pm,0,0,52.66,0,ACTIVE
5770,11 04 2021,1:46:30 pm,0,0,52.66,0,ACTIVE
5771,11 04 2021,1:47:00 pm,2,0,52.66,0,ACTIVE
5772,11 04 2021,1:47:30 pm,0,0,52.66,0,ACTIVE
5773,11 04 2021,1:48:00 pm,0,0,52.66,0,ACTIVE
5774,11 04 2021,1:48:30 pm,0,0,52.66,0,ACTIVE
5775,11 04 2021,1:49:00 pm,0,0,52.66,0,ACTIVE
5776,11 04 2021,1:49:30 pm,0,0,52.66,0,ACTIVE
5777,11 04 2021,1:50:00 pm,0,0,52.66,0,ACTIVE
5778,11 04 2021,1:50:30 pm,0,0,52.66,0,ACTIVE
5779,11 04 2021,1:51:00 pm,0,0,52.66,0,ACTIVE
5780,11 04 2021,1:51:30 pm,0,0,52.66,1,ACTIVE
5781,11 04 2021,1:52:00 pm,2,0,52.66,1,ACTIVE
5782,11 04 2021,1:52:30 pm,0,0,52.66,1,ACTIVE
5783,11 04 2021,1:53:00 pm,365,0,25.77,1,ACTIVE
5784,11 04 2021,1:53:30 pm,959,0,17.83,1,ACTIVE
5785,11 04 2021,1:54:00 pm,365,0,267.33,1,ACTIVE
5786,11 04 2021,1:54:30 pm,575,0,1759.87,1,ACTIVE
5787,11 04 2021,1:55:00 pm,819,0,918.89,1,ACTIVE
5788,11 04 2021,1:55:30 pm,299,0,65.4,1,ACTIVE
5789,11 04 2021,1:56:00 pm,430,0,22.63,1,ACTIVE
5790,11 04 2021,1:56:30 pm,378,0,25.22,1,ACTIVE
5791,11 04 2021,1:57:00 pm,342,0,22.14,1,ACTIVE
5792,11 04 2021,1:57:30 pm,342,0,21.67,1,ACTIVE
5793,11 04 2021,1:58:00 pm,475,0,18.62,1,ACTIVE
5794,11 04 2021,1:58:30 pm,614,0,18.62,1,ACTIVE
5795,11 04 2021,1:59:00 pm,299,0,53.82,1,ACTIVE
5796,11 04 2021,1:59:30 pm,390,0,20.75,1,ACTIVE
5797,11 04 2021,2:00:00 pm,475,0,25.22,1,ACTIVE
5798,11 04 2021,2:00:30 pm,365,0,17.83,1,ACTIVE
5799,11 04 2021,2:01:00 pm,290,0,72.88,1,ACTIVE
5800,11 04 2021,2:01:30 pm,193,0,88.57,1,ACTIVE
5801,11 04 2021,2:02:00 pm,103,0,55,1,ACTIVE
5802,11 04 2021,2:02:30 pm,444,0,145.76,1,ACTIVE
5803,11 04 2021,2:03:00 pm,720,0,479.79,1,ACTIVE
5804,11 04 2021,2:03:30 pm,65,0,34.15,1,ACTIVE
5805,11 04 2021,2:04:00 pm,22,0,25.77,1,ACTIVE
5806,11 04 2021,2:04:30 pm,96,0,49.35,1,ACTIVE
5807,11 04 2021,2:05:00 pm,168,0,86.67,1,ACTIVE
5808,11 04 2021,2:05:30 pm,35,0,56.2,1,ACTIVE
5809,11 04 2021,2:06:00 pm,93,0,42.41,1,ACTIVE
5810,11 04 2021,2:06:30 pm,332,0,81.22,1,ACTIVE
5811,11 04 2021,2:07:00 pm,253,0,98.7,1,ACTIVE
